show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s07686,Movie,Untitled Film 3314,Sofia Coppola,"Actor 407, Anupam Kher, Actor 385, Actor 155, Actor 113",United States,"February 29, 2008",1968,R,177 min,International Movies,A single decision ripples through generations in this powerful generational saga.
s07687,Movie,Untitled Film 752,Patty Jenkins,"Actor 383, Actor 126, Actor 395, Actor 434, Actor 252",United Kingdom,"October 22, 2021",2012,TV-MA,108 min,"Romantic Movies, Sci-Fi & Fantasy","In a world on the brink of collapse, one person holds the key to salvation."
s07688,Movie,Untitled Film 2551,Director 52,"Actor 410, Actor 75, Actor 437, Actor 105, Actor 191",United States,"January 25, 2011",1967,NR,73 min,"LGBTQ Movies, Cult Movies",A single decision ripples through generations in this powerful generational saga.
s07689,Movie,Untitled Film 5329,Director 142,"Cate Blanchett, Actor 306, Actor 340","South Korea, Canada","January 24, 2019",1971,R,127 min,"Anime Features, Children & Family Movies, Romantic Movies","When the rules no longer apply, how far will you go to protect what you love?"
s07690,Movie,Untitled Film 166,Director 89,"Actor 315, Actor 88, Actor 86, Actor 75, Actor 126",United States,"November 20, 2011",1976,NR,149 min,Music & Musicals,"In a world on the brink of collapse, one person holds the key to salvation."
s07691,Movie,Untitled Film 6252,Director 55,"Actor 344, Actor 144, Actor 320, Actor 425, Actor 306, Actor 288, Actor 10",United States,"February 11, 2014",1969,NR,78 min,"Dramas, Sports Movies","In a world on the brink of collapse, one person holds the key to salvation."
s07692,Movie,Untitled Film 3091,Director 24,"Actor 145, Actor 338, Actor 352",Germany,"November 30, 2011",2012,R,163 min,Independent Movies,A single decision ripples through generations in this powerful generational saga.
s07693,Movie,Untitled Film 3193,Director 39,"Actor 495, Actor 406, Actor 498, Actor 45, Actor 473, Actor 345, Actor 416","United States, Turkey","June 14, 2010",1954,TV-PG,185 min,"Documentaries, Independent Movies","Secrets buried for decades resurface, threatening to destroy everything."
s07694,Movie,Untitled Film 1111,Director 41,"Actor 481, Actor 477, Actor 227",United States,"September 29, 2008",2019,R,66 min,"Horror Movies, Faith & Spirituality",An unlikely friendship forms between two strangers in extraordinary circumstances.
s07695,Movie,Untitled Film 6026,Director 176,"Actor 117, Actor 473, Actor 196, Actor 244, Actor 277, Actor 228, Actor 116",France,"December 23, 2014",1962,PG-13,158 min,Thrillers,"Secrets buried for decades resurface, threatening to destroy everything."
s07696,Movie,"tick, tick... BOOM!",Director 167,"Penelope Cruz, Actor 491, Morgan Freeman, Actor 434, Actor 136",United Kingdom,"December 18, 2019",1958,R,66 min,"Music & Musicals, Sports Movies",A detective must race against time to solve a series of mysterious disappearances.
s07697,Movie,Untitled Film 5579,Director 21,"Actor 29, Actor 451, Actor 127",Italy,"June 28, 2018",1950,PG-13,113 min,"Stand-Up Comedy, Dramas","Secrets buried for decades resurface, threatening to destroy everything."
s07698,Movie,Untitled Film 6279,Director 45,"Actor 95, Actor 5, Yoon Kye-sang",United States,"August 20, 2021",1974,TV-PG,106 min,Documentaries,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s07699,Movie,Untitled Film 2249,Director 101,"Actor 345, Actor 418, Actor 239, Actor 305, Actor 421",India,"February 05, 2021",1974,TV-MA,163 min,"Faith & Spirituality, Stand-Up Comedy",A detective must race against time to solve a series of mysterious disappearances.
s07700,Movie,Untitled Film 4625,Director 148,"Actor 281, Actor 321, Actor 173, Actor 163, Actor 92, Actor 60, Actor 489",India,"October 29, 2008",2018,NR,113 min,LGBTQ Movies,"When the rules no longer apply, how far will you go to protect what you love?"
s07701,TV Show,Untitled Series 615,Greta Gerwig,"Actor 413, Actor 391, Actor 477, Actor 229, Actor 114, Anupam Kher, Actor 452",United States,"June 06, 2017",2013,TV-14,4 Seasons,"TV Mysteries, Reality TV","Love, loss, and laughter collide in this heartwarming family drama."
s07702,TV Show,Untitled Series 2296,Nora Ephron,"Om Puri, Actor 14, Actor 348, Actor 422, Actor 418",Egypt,"April 23, 2018",2018,TV-MA,1 Season,"TV Action & Adventure, TV Thrillers","In a world on the brink of collapse, one person holds the key to salvation."
s07703,Movie,Untitled Film 2580,Director 145,"Actor 332, Actor 329, Actor 169, Actor 53, Actor 491",United States,"January 11, 2012",1959,PG,120 min,"Music & Musicals, Stand-Up Comedy","Secrets buried for decades resurface, threatening to destroy everything."
s07704,TV Show,Untitled Series 132,Director 150,"Actor 237, Actor 178, Actor 115","United States, Germany","October 03, 2008",1980,TV-PG,1 Season,Anime Series,Ancient myths intertwine with modern life in this visually stunning epic.
s07705,Movie,Untitled Film 1461,Ridley Scott,"Actor 82, Actor 179, Actor 497, Actor 39, Actor 98",United States,"January 05, 2014",1996,R,136 min,"Documentaries, Thrillers, Dramas",A single decision ripples through generations in this powerful generational saga.
s07706,Movie,Untitled Film 2152,Director 127,"Actor 75, Actor 290, Actor 295, Actor 141, Actor 374, Actor 488, Actor 215",United States,"July 23, 2018",1971,PG,131 min,"Sports Movies, Thrillers",A gripping story of survival and redemption set against breathtaking landscapes.
s07707,Movie,Untitled Film 5848,Director 84,"Actor 106, Actor 325, Actor 219, Actor 159, Actor 411, Actor 302, Actor 94",Turkey,"December 16, 2020",1963,TV-MA,106 min,Romantic Movies,"When the rules no longer apply, how far will you go to protect what you love?"
s07708,Movie,Untitled Film 4578,Director 112,"Actor 332, Actor 110, Actor 262, Actor 208, Actor 280, Actor 29, Actor 477","South Korea, Philippines","May 28, 2020",2011,R,72 min,"Cult Movies, Independent Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.
s07709,Movie,Untitled Film 6143,,"Actor 106, Actor 432, Actor 1, Actor 366, Actor 263, Actor 417, Actor 240",United States,"January 29, 2012",2021,PG-13,144 min,International Movies,"Love, loss, and laughter collide in this heartwarming family drama."
s07710,TV Show,Untitled Series 314,Director 4,"Park Shin-hye, Actor 82, Actor 253",United States,"January 12, 2018",1972,TV-MA,2 Seasons,TV Horror,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s07711,Movie,Untitled Film 135,Director 106,"Actor 131, Actor 222, Actor 122, Actor 420, Actor 469",India,"January 12, 2018",1974,PG,76 min,"Independent Movies, Romantic Movies","Love, loss, and laughter collide in this heartwarming family drama."
s07712,Movie,Untitled Film 1722,Director 110,"Actor 2, Actor 302, Actor 289","Hong Kong, United States","November 17, 2015",1957,PG,156 min,"Stand-Up Comedy, Music & Musicals","In a world on the brink of collapse, one person holds the key to salvation."
s07713,TV Show,Untitled Series 1945,Director 110,,Sweden,"February 23, 2009",1998,TV-14,1 Season,"TV Sci-Fi & Fantasy, TV Comedies",A gripping story of survival and redemption set against breathtaking landscapes.
s07714,Movie,Untitled Film 5174,Director 178,"Actor 328, Actor 260, Actor 150, Actor 488, Actor 47",Poland,"February 29, 2016",1981,TV-PG,92 min,"Classic Movies, Music & Musicals","Secrets buried for decades resurface, threatening to destroy everything."
s07715,Movie,Untitled Film 5398,Director 99,"Actor 432, Actor 278, Actor 186, Actor 442, Actor 163",Canada,"October 31, 2010",1984,NR,200 min,"Romantic Movies, Faith & Spirituality",A single decision ripples through generations in this powerful generational saga.
s07716,Movie,Untitled Film 4080,Director 171,"Actor 491, Actor 379, Actor 472, Actor 85, Actor 217, Actor 444, Park Shin-hye",Japan,"August 03, 2015",2006,PG,185 min,"Faith & Spirituality, Action & Adventure, International Movies",A gripping story of survival and redemption set against breathtaking landscapes.
s07717,Movie,Untitled Film 4909,Director 23,"Actor 125, Actor 384, Actor 157",Argentina,"June 07, 2015",1981,PG-13,155 min,"Independent Movies, LGBTQ Movies",A gripping story of survival and redemption set against breathtaking landscapes.
s07718,Movie,Untitled Film 1370,Ava DuVernay,"Actor 135, Actor 431, Actor 333",Brazil,"October 27, 2021",2010,R,139 min,Anime Features,"When the rules no longer apply, how far will you go to protect what you love?"
s07719,TV Show,Untitled Series 1005,Director 85,,India,"February 02, 2019",1980,TV-14,3 Seasons,"Korean TV Shows, Talk Shows & Variety","When the rules no longer apply, how far will you go to protect what you love?"
s07720,Movie,Untitled Film 1812,Raul Campos,"Actor 32, Actor 375, Actor 330",Poland,"November 04, 2017",1953,PG-13,144 min,Comedies,A gripping story of survival and redemption set against breathtaking landscapes.
s07721,Movie,Untitled Film 67,Denis Villeneuve,"Actor 272, Naseeruddin Shah, Actor 457, Actor 463, Actor 401",United Kingdom,"June 02, 2012",1972,R,80 min,Sports Movies,A single decision ripples through generations in this powerful generational saga.
s07722,Movie,Untitled Film 4693,Director 152,"Actor 344, Actor 327, Actor 495, Actor 359, Actor 242",India,"December 21, 2015",1999,R,151 min,Independent Movies,A gripping story of survival and redemption set against breathtaking landscapes.
s07723,Movie,Untitled Film 5144,Director 113,"Actor 265, Actor 359, Actor 214, Actor 39, Actor 322",United States,"November 24, 2011",1951,PG-13,90 min,"Romantic Movies, Children & Family Movies",Ancient myths intertwine with modern life in this visually stunning epic.
s07724,Movie,Untitled Film 511,Director 63,"Actor 256, Actor 472, Actor 30, Actor 451, Actor 166",United States,"April 14, 2021",2014,TV-MA,160 min,Sci-Fi & Fantasy,A single decision ripples through generations in this powerful generational saga.
s07725,Movie,Untitled Film 185,Wong Kar-wai,"Actor 442, Actor 63, Actor 107, Actor 348, Actor 163, Actor 419, Actor 52","Philippines, Sweden","March 31, 2020",1983,PG-13,109 min,Dramas,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s07726,TV Show,Untitled Series 707,Director 19,"Actor 498, Actor 154, Actor 27, Actor 178, Actor 270",India,"September 03, 2016",1970,TV-14,1 Season,Reality TV,Ancient myths intertwine with modern life in this visually stunning epic.
s07727,TV Show,Untitled Series 1338,,"Actor 218, Actor 161, Actor 79, Actor 498, Actor 486",United States,"April 15, 2017",1978,TV-14,1 Season,Spanish-Language TV Shows,"In a world on the brink of collapse, one person holds the key to salvation."
s07728,TV Show,Untitled Series 1511,Director 86,"Actor 194, Actor 289, Actor 255, Actor 111, Actor 257",India,"January 12, 2008",1969,TV-Y7-FV,1 Season,"Romantic TV Shows, TV Horror","Love, loss, and laughter collide in this heartwarming family drama."
s07729,Movie,Untitled Film 4708,Director 94,"Actor 261, Actor 212, Actor 372, Actor 262, Actor 255","United States, Thailand","September 03, 2019",2008,R,149 min,"Horror Movies, Stand-Up Comedy","When the rules no longer apply, how far will you go to protect what you love?"
s07730,Movie,Untitled Film 6186,Director 10,"Actor 1, Actor 55, Actor 247, Actor 223, Actor 110",Sweden,"September 15, 2008",1969,TV-14,179 min,"Independent Movies, Sports Movies","Secrets buried for decades resurface, threatening to destroy everything."
s07731,Movie,Untitled Film 931,Director 18,"Actor 112, Actor 176, Actor 360, Actor 98, Actor 313",United States,"September 09, 2015",2001,TV-MA,72 min,Anime Features,"When the rules no longer apply, how far will you go to protect what you love?"
s07732,Movie,Untitled Film 2816,Director 112,"Actor 137, Actor 250, Actor 66, Actor 133, Actor 108",United States,"January 12, 2016",2018,UR,70 min,"Stand-Up Comedy, Independent Movies","When the rules no longer apply, how far will you go to protect what you love?"
s07733,TV Show,Untitled Series 887,Guillermo del Toro,"Actor 307, Actor 461, Actor 150",France,"September 27, 2014",1950,TV-MA,1 Season,"British TV Shows, Anime Series",A gripping story of survival and redemption set against breathtaking landscapes.
s07734,Movie,Untitled Film 3059,Director 82,"Actor 371, Actor 37, Actor 290",United States,"August 01, 2019",2009,R,63 min,Documentaries,A young entrepreneur bets everything on a revolutionary idea that could change the world.
s07735,Movie,Untitled Film 2691,Director 52,"Actor 141, Actor 66, Actor 34, Actor 21, Actor 32",United States,"February 29, 2020",1963,R,69 min,Sci-Fi & Fantasy,An unlikely friendship forms between two strangers in extraordinary circumstances.
s07736,Movie,Untitled Film 3149,Director 14,"Actor 358, Actor 91, Actor 491, Actor 171, Actor 181",United Kingdom,"January 05, 2014",2017,PG-13,159 min,"Horror Movies, Romantic Movies",A single decision ripples through generations in this powerful generational saga.
s07737,Movie,Untitled Film 4147,Director 105,"Actor 278, Actor 168, Actor 412",Brazil,"March 23, 2019",1964,PG-13,114 min,Independent Movies,"Love, loss, and laughter collide in this heartwarming family drama."
s07738,TV Show,Untitled Series 1570,Director 140,"Actor 398, Actor 24, Actor 396",United States,"January 09, 2008",1963,TV-MA,2 Seasons,Crime TV Shows,A detective must race against time to solve a series of mysterious disappearances.
s07739,Movie,Untitled Film 6006,Director 78,"Viola Davis, Actor 73, Actor 388, Actor 262, Actor 99, Actor 121, Actor 272",United States,"June 10, 2013",1965,TV-MA,135 min,Documentaries,"In a world on the brink of collapse, one person holds the key to salvation."
s07740,Movie,Untitled Film 701,Director 62,"Actor 298, Tom Hanks, Actor 398, Actor 402, Actor 361",United States,"December 11, 2014",1983,PG-13,76 min,"Independent Movies, Classic Movies",An unlikely friendship forms between two strangers in extraordinary circumstances.
s07741,Movie,Untitled Film 5710,Director 78,"Actor 52, Actor 289, Actor 192",United States,"January 14, 2015",1981,PG-13,155 min,Stand-Up Comedy,Ancient myths intertwine with modern life in this visually stunning epic.
s07742,Movie,Untitled Film 469,Director 149,"Actor 89, Actor 360, Morgan Freeman, Actor 87, Actor 289",United States,"July 24, 2010",1991,TV-MA,177 min,"Children & Family Movies, Music & Musicals",A young entrepreneur bets everything on a revolutionary idea that could change the world.
s07743,TV Show,Untitled Series 613,Director 175,"Actor 413, Actor 163, Actor 116, Actor 210, Actor 486","United Kingdom, Australia","May 20, 2016",1974,TV-MA,8 Seasons,"TV Dramas, Anime Series",A detective must race against time to solve a series of mysterious disappearances.
